
insert into TabladeTarjetas values(340383198517962, 'American Express', 'American Express', 'Karly M Soria', '42583', '46600', '23', '7758', '6065'),
(4232337301354500, 'Visa', 'Citibank', 'Mia Mccants', '40878', '42339', '27', '430', '3014'),
(3575317064848850, 'Japan Credit Bureau', 'JCB', 'Jeffery Kent', '42705', '49644', '19', '919', '7892'),
(30910938898883, 'Diners Club International', 'Diners Club', 'Ernestine P Trudeau', '42736', '43101', '6', '123', '1194'),
(6011557071751230, 'Discover', 'Discover', 'Dorothy Irwin', '40087', '43739', '28', '428', '4354'),
(6011855892817330, 'Discover', 'Discover', 'Don X Shorter', '40330', '45809', '2', '187', '5052'),
(6011973701469650, 'Discover', 'Discover', 'Billy G Walsh', '40664', '44317', '14', '577', '4299'),
(30288943284450, 'Diners Club International', 'Diners Club', 'Cary Fleck', '40179', '44197', '14', '77', '6905'),
(6011475096733000, 'Discover', 'Discover', 'Cynthia U Sweet', '41183', '44470', '9', '308', '4918'),
(4267732495143920, 'Visa', 'Cabela’s WFB', 'Lou Hsu', '41487', '42583', '2', '963', '2765'),
(348943416396440, 'American Express', 'American Express', 'Helen Atkins', '40725', '47665', '1', '9403', '5440'),
(347213084212985, 'American Express', 'American Express', 'Lacie E Bilodeau', '42248', '49188', '16', '1628', '3143'),
(6011282981518180, 'Discover', 'Discover', 'Tina Fry', '42156', '43252', '27', '948', '9720'),
(30950739432847, 'Diners Club International', 'Diners Club', 'Burt Billingsley', '39326', '43344', '14', '840', '304'),
(6581983913433820, 'Discover', 'Discover', 'Stacy A Hall', '41030', '42856', '26', '748', '9486'),
(36445135017403, 'Diners Club International', 'Diners Club', 'Lionel C Rubin', '40634', '41365', '24', '361', '3519'),
(6011085377631410, 'Discover', 'Discover', 'Alicia B Townsend', '41640', '46388', '22', '419', '3558'),
(6011307872595030, 'Discover', 'Discover', 'Max Q Appel', '39600', '45444', '12', '513', '6400'),
(344626151641799, 'American Express', 'American Express', 'Jamie V Burton', '39995', '40360', '3', '3446', '868'),
(376074485292750, 'American Express', 'American Express', 'Darwin Y Wilson', '39356', '42644', '10', '7997', '2860'),
(30502718778805, 'Diners Club International', 'Diners Club', 'Luis K David', '41122', '42948', '11', '496', '7568'),
(30112473198528, 'Diners Club International', 'Diners Club', 'Leandro J Holm', '40513', '47088', '15', '5', '770'),
(5458915546679020, 'Master Card', 'U.S. Bancorp', 'Denise V Woodard', '40148', '46357', '5', '516', '1060'),
(6011808893496160, 'Discover', 'Discover', 'Lynn Garrison', '42552', '44378', '11', '331', '4874'),
(370787373948771, 'American Express', 'American Express', 'Kevin W Lawrence', '39264', '45108', '18', '7567', '6254'),
(3529870497401390, 'Japan Credit Bureau', 'JCB', 'Rosario S Hook', '39539', '40269', '28', '901', '3025'),
(5476399383762600, 'Master Card', 'USAA', 'Megan V Nash', '42491', '46508', '19', '216', '1857'),
(6011431896675040, 'Discover', 'Discover', 'Bradford Gallagher', '41214', '48153', '14', '649', '2301'),
(6011204517668540, 'Discover', 'Discover', 'Kevin L Wilkins', '43009', '47392', '23', '978', '7022'),
(30983245416889, 'Diners Club International', 'Diners Club', 'Allen P Atchison', '40878', '45627', '6', '442', '4073'),
(30920942348387, 'Diners Club International', 'Diners Club', 'Alan Y Rivera', '39508', '41334', '20', '658', '1157'),
(3550684779756190, 'Japan Credit Bureau', 'JCB', 'Agatha C Jewett', '41395', '46143', '8', '357', '9571'),
(6011519420357330, 'Discover', 'Discover', 'Katie A Battle', '40452', '45931', '22', '833', '2209'),
(378936306909713, 'American Express', 'American Express', 'Rosalinda A Mueller', '41699', '42795', '13', '449', '28'),
(3585687298123690, 'Japan Credit Bureau', 'JCB', 'Charles T Coleman', '39630', '39995', '26', '579', '1243'),
(30005009857023, 'Diners Club International', 'Diners Club', 'Norbert G Dollar', '39692', '44075', '1', '666', '7957'),
(4170095471363640, 'Visa', 'Citibank', 'Derrick V Ramsey', '39692', '45901', '18', '835', '3615'),
(6011281847949030, 'Discover', 'Discover', 'Quinton V Downey', '40391', '42217', '21', '266', '8616'),
(36662405353520, 'Diners Club International', 'Diners Club', 'Joe C Monroe', '39356', '43009', '16', '948', '9565'),
(4761718571715470, 'Visa', 'Wells Fargo', 'Raven C Hopper', '42095', '46113', '1', '266', '3237'),
(6011554489610130, 'Discover', 'Discover', 'Kenneth I Kirby', '39326', '44440', '9', '673', '9534'),
(6011241421242440, 'Discover', 'Discover', 'Beverley V Shoemaker', '40909', '43466', '2', '498', '8078'),
(342579311946883, 'American Express', 'Bank of America', 'Peggy F Blanchard', '39479', '45689', '24', '3077', '2019'),
(4757919772931010, 'Visa', 'USAA', 'Reita B Council', '43070', '50010', '15', '521', '5847'),
(4992843214021360, 'Visa', 'Citibank', 'Martin A Zamora', '42795', '47178', '23', '172', '4285'),
(4869870439864040, 'Visa', 'Chase', 'Tatyana C Lu', '39873', '43891', '25', '54', '8583'),
(5107085331962560, 'Master Card', 'Citibank', 'Beverly Keith', '41699', '42430', '22', '713', '8731'),
(4549291212741190, 'Visa', 'First National', 'Cicely Hutton', '39083', '40179', '23', '577', '3536'),
(372154811050447, 'American Express', 'American Express', 'Anita White', '42767', '47150', '3', '3503', '245'),
(345401918313341, 'American Express', 'American Express', 'Efren Q Chin', '40634', '41365', '24', '8919', '6125'),
(30121986322426, 'Diners Club International', 'Diners Club', 'Jonathan Knox', '41426', '45809', '22', '347', '2336'),
(3544937434712970, 'Japan Credit Bureau', 'JCB', 'Micah W Dagostino', '40603', '43891', '14', '596', '6524'),
(30020773990462, 'Diners Club International', 'Diners Club', 'Mario E Lowe', '42644', '44105', '4', '18', '2377'),
(5201980202294190, 'Master Card', 'Capital One', 'Steven Caraballo', '39934', '46874', '18', '91', '8940'),
(30905730755018, 'Diners Club International', 'Diners Club', 'Manuel Pickett', '42552', '46935', '2', '365', '8759'),
(341197233327636, 'American Express', 'American Express', 'Lyndon Cervantes', '40422', '42614', '5', '311', '5158'),
(3571500346603930, 'Japan Credit Bureau', 'JCB', 'Kelly Wood', '41214', '41579', '3', '325', '5265'),
(5394537973869820, 'Master Card', 'Chase', 'Ignacio V Tennant', '40848', '43040', '7', '652', '6401'),
(3575208348113050, 'Japan Credit Bureau', 'JCB', 'Clyde P Delgado', '39630', '44013', '24', '589', '498'),
(6011110556957180, 'Discover', 'Discover', 'Willa D Breeden', '41974', '47453', '2', '132', '70'),
(4301859863149150, 'Visa', 'Chase', 'Amanda Hurley', '39326', '40787', '26', '454', '2642'),
(347007181873172, 'American Express', 'American Express', 'Herman D Bey', '41275', '41640', '14', '4118', '434'),
(3572798463205260, 'Japan Credit Bureau', 'JCB', 'Nathan T Norris', '41000', '41365', '4', '593', '2405'),
(30252501994173, 'Diners Club International', 'Diners Club', 'Devora E Moe', '39965', '47270', '9', '263', '4828'),
(6453483651263140, 'Discover', 'Discover', 'Mark Matthews', '40026', '42948', '1', '3', '9424'),
(3554726050762990, 'Japan Credit Bureau', 'JCB', 'Cleveland V Hazel', '42430', '47908', '18', '953', '9418'),
(3584715071304790, 'Japan Credit Bureau', 'JCB', 'Jacqueline Kirk', '39173', '42826', '14', '88', '9967'),
(4506841646254040, 'Visa', 'GE Capital', 'Concepcion R Mota', '41153', '44075', '6', '102', '1099'),
(3560054414232230, 'Japan Credit Bureau', 'JCB', 'Carlos Barron', '40848', '45597', '13', '635', '6238'),
(6011152218501490, 'Discover', 'Discover', 'Henry B Dang', '40360', '42552', '8', '504', '4594'),
(6440052774734490, 'Discover', 'Discover', 'Jon X Burnett', '42005', '46023', '9', '709', '87'),
(30397396176673, 'Diners Club International', 'Diners Club', 'Vince Q Choate', '40026', '45139', '23', '683', '6301'),
(6011441322147040, 'Discover', 'Discover', 'Curtis I Peterson', '41426', '43617', '25', '723', '6456'),
(6011609818332280, 'Discover', 'Discover', 'Renato I Benson', '41122', '46235', '20', '485', '8970'),
(6592466080657190, 'Discover', 'Discover', 'Erin C Underwood', '42186', '46935', '2', '744', '4363'),
(342478862716656, 'American Express', 'U.S. Bancorp', 'Caprice G Soriano', '40848', '43040', '18', '4593', '3758'),
(4507702297055480, 'Visa', 'Chase', 'Hazel U Ryan', '41730', '47939', '12', '852', '5727'),
(30019282429723, 'Diners Club International', 'Diners Club', 'Kenny W Fredrick', '42125', '43221', '8', '955', '8729'),
(5199462405442660, 'Master Card', 'Citibank', 'Stacy D Hansen', '41456', '46204', '1', '603', '4874'),
(4948801578106670, 'Visa', 'Wells Fargo', 'Merlin Z Grice', '42675', '49980', '26', '221', '5362'),
(4664374321489710, 'Visa', 'Chase', 'Barbara Guerrero', '43070', '46722', '6', '306', '4004'),
(30170741821255, 'Diners Club International', 'Diners Club', 'Enda T Shipley', '39326', '41518', '3', '964', '7133'),
(3583021532772810, 'Japan Credit Bureau', 'JCB', 'Lee Hines', '39479', '45323', '5', '991', '2458'),
(3561835244708050, 'Japan Credit Bureau', 'JCB', 'Aurea Y Thornburg', '40118', '40483', '25', '84', '6723'),
(6011280056838860, 'Discover', 'Discover', 'Brandon H Fulton', '39203', '43952', '14', '69', '80'),
(345399230882854, 'American Express', 'Bank of America', 'Kraig B Benner', '42917', '49491', '1', '699', '930'),
(5299631692331550, 'Master Card', 'Capital One', 'Loretta E Mclaughlin', '40360', '47665', '7', '576', '7494'),
(3567999596658970, 'Japan Credit Bureau', 'JCB', 'Deann Adler', '40179', '40544', '7', '795', '4829'),
(6011877399184070, 'Discover', 'Discover', 'Bonnie Y Prince', '42095', '49035', '24', '818', '8615'),
(5248310043966390, 'Master Card', 'Capital One', 'Antwan M Ferrara', '42644', '45200', '24', '962', '9262'),
(341480679579559, 'American Express', 'American Express', 'Warren I Hanson', '40330', '42887', '7', '2759', '3184'),
(3586780625470750, 'Japan Credit Bureau', 'JCB', 'Khadijah A Isaacson', '42736', '48214', '3', '323', '8202'),
(373106357679954, 'American Express', 'USAA', 'Leon U Aguirre', '41791', '42887', '22', '9548', '9672'),
(4087506468267880, 'Visa', 'USAA', 'Bret E Lawhorn', '40299', '47604', '20', '757', '5069'),
(6011582667437140, 'Discover', 'Discover', 'Ronnie X James', '39114', '44228', '1', '585', '1332'),
(30362698658216, 'Diners Club International', 'Diners Club', 'Ray B Ash', '42767', '43862', '2', '757', '9551'),
(4730001729945050, 'Visa', 'Citibank', 'Rosa Q Humphrey', '40238', '44986', '11', '276', '743'),
(5297064036925870, 'Master Card', 'Bank of America', 'Rocco Santana', '39661', '42583', '24', '966', '8996'),
(6568035762418240, 'Discover', 'Discover', 'Beverly A Hayden', '42064', '49004', '4', '317', '628'),
(4929967439411820, 'Visa', 'Chase', 'Morton H Hopper', '41913', '43009', '13', '550', '934'),
(6011647090228300, 'Discover', 'Discover', 'Jeffery Puckett', '40026', '46966', '11', '651', '1285'),
(30051520426864, 'Diners Club International', 'Diners Club', 'Flora N Quinones', '42461', '47209', '16', '583', '5799'),
(4568968851178400, 'Visa', 'Bank of America', 'Carmen W Rodriguez', '39569', '46143', '1', '419', '7427'),
(5334965693836210, 'Master Card', 'USAA', 'Aisha Frank', '42095', '42826', '28', '957', '1408'),
(30322451088878, 'Diners Club International', 'Diners Club', 'Marjorie V Boyd', '42583', '48427', '14', '610', '9749'),
(346207939031807, 'American Express', 'U.S. Bancorp', 'Henry K Davidson', '41944', '45597', '11', '1430', '3253'),
(6011854184377540, 'Discover', 'Discover', 'Yolanda K Shaw', '40057', '40422', '11', '319', '9033'),
(4412104154381170, 'Visa', 'U.S. Bancorp', 'Mee Q Morrell', '41334', '45352', '16', '408', '7190'),
(6011621000397660, 'Discover', 'Discover', 'Amber V Mcleod', '39753', '46692', '23', '180', '3109'),
(3572358010368470, 'Japan Credit Bureau', 'JCB', 'Jonathon F Vanhoose', '39569', '40664', '15', '861', '3556'),
(3558052887345380, 'Japan Credit Bureau', 'JCB', 'Joan S Griffith', '39326', '40787', '26', '100', '9476'),
(4177466722924910, 'Visa', 'Chase', 'Herb P Dinkins', '41671', '47150', '10', '744', '4310'),
(5493991216951910, 'Master Card', 'Bank of America', 'Lillian W Rowe', '41395', '46508', '18', '891', '8899'),
(30357863442883, 'Diners Club International', 'Diners Club', 'Ian C Schmitt', '40634', '45748', '18', '707', '7234'),
(6011439217119620, 'Discover', 'Discover', 'Victoria Dotson', '42856', '46143', '28', '812', '7798'),
(348453826440739, 'American Express', 'Bank of America', 'Aurora D Roldan', '39661', '45870', '4', '4289', '3771'),
(4256153908750940, 'Visa', 'Citibank', 'Patricia Woodward', '41456', '45474', '15', '589', '9738'),
(5437110713779930, 'Master Card', 'U.S. Bancorp', 'Martin Riggs', '39692', '44440', '19', '301', '9554'),
(5162744681922620, 'Master Card', 'U.S. Bancorp', 'Anthony Combs', '39934', '42491', '1', '367', '8830'),
(6011910408774710, 'Discover', 'Discover', 'Edmund Segura', '42705', '47088', '22', '758', '9200'),
(371789598151735, 'American Express', 'American Express', 'Timothy X Jimenez', '42583', '49522', '13', '1185', '366'),
(4480137241795110, 'Visa', 'Chase', 'Allie Sweat', '41852', '45870', '6', '362', '9421'),
(3557226204947340, 'Japan Credit Bureau', 'JCB', 'Brent L Morin', '40575', '44593', '20', '901', '6479'),
(5434330644125060, 'Master Card', 'Capital One', 'Raphael Y Kingsbury', '42036', '44958', '9', '557', '7010'),
(6011300133107550, 'Discover', 'Discover', 'Gregory S Conrad', '40269', '43191', '14', '120', '7172'),
(3560397815664840, 'Japan Credit Bureau', 'JCB', 'Gennie E Brantley', '40513', '42705', '20', '625', '791'),
(341279879366696, 'American Express', 'U.S. Bancorp', 'Wendy G Jordan', '39845', '43132', '20', '8375', '9500'),
(6011475461053740, 'Discover', 'Discover', 'Winfred Deberry', '41974', '43800', '20', '260', '9052'),
(374830941870907, 'American Express', 'Bank of America', 'Roberto Simon', '40940', '47880', '9', '3643', '229'),
(371391641480185, 'American Express', 'USAA', 'Freddie A Michaels', '41640', '44562', '15', '5842', '6574'),
(5123499366788780, 'Master Card', 'Chase', 'David H Ochoa', '39904', '41000', '18', '534', '9787'),
(6540733841885130, 'Discover', 'Discover', 'Sydney Dillard', '39783', '42705', '10', '29', '7773'),
(3558474726603860, 'Japan Credit Bureau', 'JCB', 'Clyde Silva', '42767', '47880', '15', '481', '7820'),
(346324179243032, 'American Express', 'American Express', 'Melynda L Rinaldi', '42370', '43831', '15', '1766', '5044'),
(3579799287491250, 'Japan Credit Bureau', 'JCB', 'Joshua Fowler', '42156', '47635', '27', '630', '3149'),
(30574055642258, 'Diners Club International', 'Diners Club', 'Arnita B Boatright', '40087', '45931', '20', '591', '3871'),
(378569033274380, 'American Express', 'American Express', 'Wanda W Anderson', '42370', '47119', '21', '9704', '3473'),
(4241841922047290, 'Visa', 'Bank of America', 'Emmie Q Browning', '40634', '41730', '14', '704', '8740'),
(4686867162443900, 'Visa', 'Citibank', 'Brenda U Blankenship', '41883', '47362', '19', '164', '2592'),
(343164127910925, 'American Express', 'American Express', 'Stevie E Lerma', '39417', '41609', '27', '9614', '6453'),
(4415140673573240, 'Visa', 'Chase', 'Laura E Kaufman', '42036', '48245', '1', '373', '5494'),
(4141736069440260, 'Visa', 'Bank of America', 'Lillia Garvin', '39845', '43132', '15', '98', '5875'),
(3543824744497860, 'Japan Credit Bureau', 'JCB', 'Audrey X Kaufman', '40664', '47239', '21', '590', '4100'),
(6011905969808510, 'Discover', 'Discover', 'Geralyn M Worley', '41640', '45292', '7', '990', '5692'),
(30996734298386, 'Diners Club International', 'Diners Club', 'Mildred Brennan', '42036', '47515', '27', '144', '8991'),
(4325051033188030, 'Visa', 'Bank of America', 'Kelley O Durbin', '41852', '46600', '23', '382', '4243'),
(4242601284126080, 'Visa', 'Chase', 'Virginia H Mcfarland', '39873', '40969', '3', '533', '4917'),
(344949017455687, 'American Express', 'USAA', 'Archie C Rosenberg', '41030', '43952', '24', '4470', '7979'),
(6011929934002190, 'Discover', 'Discover', 'Bonnie O Kelly', '41883', '48092', '8', '689', '414'),
(3548740165893270, 'Japan Credit Bureau', 'JCB', 'Jeromy Berg', '41183', '48488', '13', '234', '7623'),
(30054900679292, 'Diners Club International', 'Diners Club', 'Leon G Whitney', '39692', '45170', '19', '777', '4329'),
(5334432245583790, 'Master Card', 'GE Capital', 'Bobbi Barclay', '42309', '43040', '28', '560', '3583'),
(6011071202200440, 'Discover', 'Discover', 'Diane I Hays', '40725', '44378', '13', '40', '4580'),
(5121193205168310, 'Master Card', 'Citibank', 'Arnita Q Steel', '39114', '40940', '19', '865', '4689'),
(30042321117059, 'Diners Club International', 'Diners Club', 'Tony J Sanchez', '41122', '47696', '28', '231', '6943'),
(5303845110844350, 'Master Card', 'Citibank', 'Alishia C Barksdale', '41244', '44166', '9', '289', '6808'),
(3549038816649060, 'Japan Credit Bureau', 'JCB', 'Micheal G Mccray', '40360', '47300', '28', '254', '4206'),
(5121799234607980, 'Master Card', 'Bank of America', 'Lance Choate', '40179', '46388', '13', '851', '411'),
(6011884960655260, 'Discover', 'Discover', 'Sam Bryan', '42278', '45566', '14', '951', '8471'),
(5292021405769030, 'Master Card', 'U.S. Bancorp', 'Dinah S Michael', '41306', '44593', '11', '691', '8644'),
(5439711241950860, 'Master Card', 'U.S. Bancorp', 'Charlotte F Sykes', '41334', '47543', '11', '647', '1943'),
(6011194634310060, 'Discover', 'Discover', 'Concetta John', '41640', '42370', '2', '376', '9966'),
(375294614640015, 'American Express', 'American Express', 'Geraldine Horn', '41821', '47665', '21', '7229', '4008'),
(6011505031789270, 'Discover', 'Discover', 'Jerri N Kinney', '40483', '45597', '17', '390', '1929'),
(5493664893421020, 'Master Card', 'Chase', 'Wayne M Fuentes', '39326', '45536', '25', '854', '4903'),
(30177641023619, 'Diners Club International', 'Diners Club', 'Adolph Carranza', '42675', '48519', '2', '128', '5142'),
(6011590555271230, 'Discover', 'Discover', 'Adam Workman', '40026', '42217', '11', '978', '8815'),
(4252460809218670, 'Visa', 'Chase', 'Martha Banks', '41426', '48731', '4', '223', '9002'),
(374870640354498, 'American Express', 'American Express', 'Wendy G Sharpe', '40269', '42461', '3', '4568', '1692'),
(6011747387171720, 'Discover', 'Discover', 'Aura Williamson', '42217', '49157', '13', '684', '3243'),
(3540348857268670, 'Japan Credit Bureau', 'JCB', 'Elsie O Rojas', '39934', '43221', '18', '272', '1603'),
(3576293158118800, 'Japan Credit Bureau', 'JCB', 'Ona B Hinkle', '40118', '41214', '14', '431', '1862'),
(3582234411929910, 'Japan Credit Bureau', 'JCB', 'Tiffany L Pacheco', '42826', '46478', '4', '480', '1943'),
(3547260926729270, 'Japan Credit Bureau', 'JCB', 'Joy U Pratt', '41609', '48183', '7', '346', '8500'),
(3575726104773700, 'Japan Credit Bureau', 'JCB', 'Tim L Mejia', '41214', '41579', '22', '728', '308'),
(372020287080616, 'American Express', 'American Express', 'Dorthey Hiller', '41640', '44197', '21', '7968', '4821'),
(4140182420913570, 'Visa', 'Chase', 'Betty N Sherman', '40057', '40787', '18', '164', '8343'),
(30360604159626, 'Diners Club International', 'Diners Club', 'Sammy G Place', '39569', '43221', '3', '738', '5970'),
(30297147921924, 'Diners Club International', 'Diners Club', 'Kristen Zamora', '42614', '47727', '6', '151', '379'),
(4879280003833160, 'Visa', 'Chase', 'Reinaldo S Battle', '42644', '45566', '22', '508', '9660'),
(5423053736774390, 'Master Card', 'Citibank', 'Tim Wall', '42309', '46327', '22', '618', '1170'),
(3553285407244380, 'Japan Credit Bureau', 'JCB', 'Adena Bible', '42370', '48214', '7', '343', '7951'),
(347515082618017, 'American Express', 'American Express', 'Tracy V Salinas', '42339', '45992', '14', '6901', '5553'),
(30444962839290, 'Diners Club International', 'Diners Club', 'Gerry Slaughter', '39448', '43101', '27', '434', '3291'),
(4568764161914120, 'Visa', 'GE Capital', 'Margaret V Noel', '40787', '41153', '9', '895', '5319'),
(343798945199482, 'American Express', 'American Express', 'Fawn Ogden', '40057', '45536', '20', '8821', '2879'),
(348685114022931, 'American Express', 'American Express', 'Kathryn U Mills', '41883', '42979', '24', '7341', '1141'),
(6011484854681720, 'Discover', 'Discover', 'Caroll Quigley', '41760', '43952', '22', '545', '7906'),
(3545657323725400, 'Japan Credit Bureau', 'JCB', 'Eva Sears', '42795', '47908', '12', '941', '9836'),
(6011069489212150, 'Discover', 'Discover', 'Lessie Farias', '39630', '42552', '24', '59', '6743'),
(3573733712234170, 'Japan Credit Bureau', 'JCB', 'Tim Y Dyer', '39995', '46935', '17', '87', '9807'),
(3529426433107420, 'Japan Credit Bureau', 'JCB', 'Alissa Marin', '40909', '46388', '7', '817', '3638'),
(3582404907535330, 'Japan Credit Bureau', 'JCB', 'Alma N Soto', '40575', '46054', '3', '189', '9949'),
(5121304270489740, 'Master Card', 'Chase', 'Cherrie L Lundberg', '40969', '47543', '26', '936', '6983'),
(39825499754617, 'Diners Club International', 'Diners Club', 'Hector P Roberts', '39722', '44835', '8', '359', '9851'),
(30159543871931, 'Diners Club International', 'Diners Club', 'Hong V Keaton', '41821', '47300', '24', '865', '3714'),
(30098229112451, 'Diners Club International', 'Diners Club', 'Wendy Bray', '41760', '43952', '15', '761', '1598'),
(30144510089956, 'Diners Club International', 'Diners Club', 'Francesco O Felder', '41913', '44105', '3', '572', '8903'),
(349402467464929, 'American Express', 'Bank of America', 'Jill Holden', '39600', '45078', '18', '7741', '5987'),
(5380929612058510, 'Master Card', 'Bank of America', 'Wilford O Byars', '42522', '48000', '12', '933', '2115'),
(30015224205957, 'Diners Club International', 'Diners Club', 'Diane Nolan', '39173', '40634', '3', '750', '8469'),
(349127541388634, 'American Express', 'U.S. Bancorp', 'Yvonne U Healy', '39203', '41395', '19', '1001', '4575'),
(30484392667648, 'Diners Club International', 'Diners Club', 'Sam E Berger', '42979', '49553', '3', '719', '2628'),
(6011363246739310, 'Discover', 'Discover', 'Leilani Reynoso', '41548', '47027', '23', '147', '3729'),
(4073111504955160, 'Visa', 'Chase', 'Ida P Ferguson', '42917', '49491', '3', '960', '1520'),
(345243745723940, 'American Express', 'Bank of America', 'Aldo N Swisher', '39722', '41913', '15', '1745', '4242'),
(6529047305914100, 'Discover', 'Discover', 'Floyd Spears', '41913', '47392', '8', '820', '9664'),
(4180259057778950, 'Visa', 'Wells Fargo', 'Salvador E Leahy', '42156', '45078', '1', '309', '7008'),
(6011748621682160, 'Discover', 'Discover', 'Derek N Coffey', '42401', '43862', '8', '942', '1019'),
(5297477133587580, 'Master Card', 'Capital One', 'Nicolasa R Settles', '42401', '46419', '24', '182', '230'),
(5413964411037880, 'Master Card', 'Citibank', 'Rick H Rosario', '39722', '45566', '3', '845', '745'),
(346208313189963, 'American Express', 'American Express', 'Shana D Christman', '41579', '43770', '15', '3919', '9127'),
(5378272711288100, 'Master Card', 'GE Capital', 'Shane V Brady', '39600', '43983', '1', '251', '1070'),
(5462360950802080, 'Master Card', 'Bank of America', 'Cathy R Mireles', '42552', '49126', '27', '620', '3350'),
(376813283157917, 'American Express', 'American Express', 'Greg Z Salazar', '41426', '47270', '21', '6130', '4064'),
(36613836668291, 'Diners Club International', 'Diners Club', 'Brain Ogle', '42644', '43009', '24', '737', '3636'),
(5218676760312950, 'Master Card', 'Chase', 'Matthew E Carson', '41944', '43040', '18', '740', '6648'),
(372895355682512, 'American Express', 'Bank of America', 'Odelia Z Flagg', '40544', '44197', '20', '2439', '1805'),
(3533462634610760, 'Japan Credit Bureau', 'JCB', 'Joann S Keller', '39630', '46935', '3', '431', '5634'),
(3532572211805210, 'Japan Credit Bureau', 'JCB', 'Courtney I Sandlin', '42461', '47574', '11', '628', '618'),
(345987231029416, 'American Express', 'American Express', 'Beth Q Miller', '41518', '46631', '20', '9268', '3125'),
(5391200250643510, 'Master Card', 'Chase', 'Helaine Fay', '40422', '46631', '22', '712', '2598'),
(6225368683251370, 'Discover', 'Discover', 'Debra U Sampson', '39753', '41214', '10', '375', '5072'),
(6011049953788910, 'Discover', 'Discover', 'Rudolf Spaulding', '40878', '42705', '13', '67', '9347'),
(5456624369358490, 'Master Card', 'Chase', 'Wayne Z Norman', '42217', '43313', '28', '727', '8309'),
(5121775287687040, 'Master Card', 'Capital One', 'Ira P Wicker', '39845', '40210', '12', '13', '5438'),
(347947335212050, 'American Express', 'American Express', 'Joel F Horton', '42005', '45292', '1', '6110', '3881'),
(4710419840597900, 'Visa', 'USAA', 'Justine A Lipscomb', '41883', '49188', '21', '546', '3441'),
(5210531272296980, 'Master Card', 'Bank of America', 'Luis L Dunlap', '40360', '41456', '12', '807', '6968'),
(30403420759961, 'Diners Club International', 'Diners Club', 'Willie F Trowbridge', '39083', '42736', '14', '87', '9142'),
(30387015353837, 'Diners Club International', 'Diners Club', 'Yolanda I Stevens', '39173', '42095', '27', '34', '6228'),
(5459978374705920, 'Master Card', 'Citibank', 'Gayle W Padgett', '39173', '39904', '21', '37', '8520'),
(6011100809846930, 'Discover', 'Discover', 'Tammy Z Tate', '42917', '48761', '10', '330', '7864'),
(3536767721155750, 'Japan Credit Bureau', 'JCB', 'Wyatt Kimble', '40969', '44621', '15', '335', '547'),
(5415680296436590, 'Master Card', 'Chase', 'Melanie M Fischer', '42644', '48853', '23', '618', '2230'),
(3567763615938000, 'Japan Credit Bureau', 'JCB', 'Brenton Porterfield', '41456', '46204', '16', '827', '2365'),
(3532021729070020, 'Japan Credit Bureau', 'JCB', 'Troy C Buchanan', '39508', '46813', '28', '498', '3286'),
(3561152208636160, 'Japan Credit Bureau', 'JCB', 'Laurena H Arredondo', '41153', '44805', '9', '963', '5914'),
(30579931780933, 'Diners Club International', 'Diners Club', 'Samantha Mclean', '42156', '44348', '16', '626', '3729'),
(4068204853537620, 'Visa', 'Chase', 'Jeramy T Peoples', '42217', '47331', '7', '113', '7568'),
(4732507905269920, 'Visa', 'Chase', 'Tiffany E Diaz', '41214', '45231', '10', '890', '1079'),
(5249612422383370, 'Master Card', 'Citibank', 'Dominga Christie', '39600', '41061', '14', '342', '4833'),
(5326741552849100, 'Master Card', 'Chase', 'Andrea O Wagner', '39173', '40269', '18', '476', '2579'),
(5210919012675350, 'Master Card', 'Chase', 'Maurita B Orton', '40299', '46508', '21', '900', '6693'),
(4298491480793580, 'Visa', 'Bank of America', 'Todd X Hewitt', '39600', '46539', '3', '642', '9175'),
(5312173618272830, 'Master Card', 'USAA', 'Eleanore F Mccoy', '39539', '40634', '15', '784', '6631'),
(30030415723874, 'Diners Club International', 'Diners Club', 'Rhonda X Randall', '40452', '46296', '20', '764', '1425'),
(4186360048098790, 'Visa', 'Chase', 'Berenice G Scribner', '42917', '48396', '24', '340', '9931'),
(30065068773339, 'Diners Club International', 'Diners Club', 'Deborah Carpenter', '42979', '44440', '26', '664', '2627'),
(4976542983794030, 'Visa', 'Citibank', 'Hershel Salgado', '42614', '48092', '2', '41', '9278'),
(376994604571562, 'American Express', 'American Express', 'Helen B Booth', '42736', '43831', '14', '296', '6985'),
(39367343633556, 'Diners Club International', 'Diners Club', 'Karry I Fay', '40330', '41791', '21', '670', '5257'),
(5236919180457180, 'Master Card', 'Chase', 'William Cobb', '41671', '48245', '27', '954', '3136'),
(30193103068711, 'Diners Club International', 'Diners Club', 'Angelyn Costa', '41821', '49126', '4', '716', '791'),
(3574199031586930, 'Japan Credit Bureau', 'JCB', 'Janice F Chaney', '39904', '42826', '1', '814', '5828'),
(6225159933552910, 'Discover', 'Discover', 'Willy Grier', '40299', '41395', '6', '110', '1084'),
(375032957592678, 'American Express', 'U.S. Bancorp', 'Annette J Lloyd', '41365', '45383', '18', '5184', '1086'),
(3549870771436320, 'Japan Credit Bureau', 'JCB', 'Forrest C Leake', '39600', '46539', '1', '467', '3143'),
(6011799180565400, 'Discover', 'Discover', 'Ellen R Lindsey', '41395', '47604', '21', '758', '2659'),
