insert into creitcardsexcel values('Card Type Full Name', 'Issuing Bank', Card Number, 'Card Holder's Name', CVV/CVV2, Issue Date, Expiry Date, Billing Date, Card PIN, Credit Limit),
('Visa', 'Capital One', 4869416942433940, 'Terrance N Olive', 694, 41791, 45809, 23, 8703, 112000),
('Japan Credit Bureau', 'JCB', 3567963804782930, 'Brenda Carey', 999, 41913, 42278, 18, 7985, 57700),
('Master Card', 'Bank of America', 5314761424077700, 'Hubert L Henson', 966, 40575, 44958, 28, 1931, 137200),
('Visa', 'Bank of America', 4153296977677960, 'Katie O Reeves', 795, 41760, 43952, 21, 1587, 136800),
('Diners Club International', 'Diners Club', 30015566812774, 'Alyse I Gutierrez', 289, 42948, 44774, 21, 7513, 29300),
('Diners Club International', 'Diners Club', 30208287827078, 'Jerry V Beard', 867, 39783, 44531, 4, 6928, 190700),
('Japan Credit Bureau', 'JCB', 3529136551801050, 'Etsuko Finn', 336, 41306, 43132, 25, 1483, 130200),
('American Express', 'American Express', 343162904200767, 'Shirley Q Melendez', 7837, 40057, 44075, 5, 6295, 169600),
('American Express', 'American Express', 348576462207234, 'Donella L Mahoney', 2255, 40909, 44562, 6, 5805, 133400),
('Japan Credit Bureau', 'JCB', 3541766868449960, 'Rodney M Harvey', 801, 40634, 46113, 10, 7308, 79200),
('Discover', 'Discover', 6011332193242320, 'Broderick I Kohl', 715, 42156, 49096, 13, 7072, 100300),
('American Express', 'U.S. Bancorp', 346820465031452, 'Earl S Sharpe', 7348, 42156, 47635, 28, 1833, 69800),
('Discover', 'Discover', 6011417637103950, 'Gus Joiner', 107, 39356, 46296, 11, 4771, 98200),
('Diners Club International', 'Diners Club', 36949372790713, 'Clara C Parrish', 59, 42095, 48670, 5, 6175, 95100),
('Discover', 'Discover', 6441211608736370, 'Zackary M Settles', 205, 39479, 46054, 5, 5679, 178600),
('Japan Credit Bureau', 'JCB', 3558624758095830, 'Yolanda I Rice', 149, 42095, 47939, 19, 2891, 73800),
('Diners Club International', 'Diners Club', 30052157164026, 'Burl Penny', 304, 42491, 49430, 10, 3463, 177100),
('Japan Credit Bureau', 'JCB', 3580636859264670, 'Elaine G Chapman', 554, 42979, 46997, 21, 6994, 13200),
('Discover', 'Discover', 6011227395178100, 'Bell L Pease', 825, 39783, 46722, 19, 5032, 197900),
('Visa', 'Chase', 4585380888978630, 'Laura B Solis', 878, 41791, 45078, 28, 1904, 172400),
('Master Card', 'Citibank', 5263296456438880, 'Jeremy Medley', 718, 39845, 44228, 6, 7704, 29500),
('Diners Club International', 'Diners Club', 30447503347665, 'Edward J Mosley', 879, 41091, 42552, 22, 2927, 58900),
('Discover', 'Discover', 6559516452554950, 'Rosemary U Paulsen', 242, 39904, 43556, 19, 3770, 159000),
('Diners Club International', 'Diners Club', 36049039661132, 'William R Clark', 640, 40756, 41122, 17, 8584, 42400),
('Diners Club International', 'Diners Club', 30253702891523, 'Maire G Somerville', 542, 41000, 45383, 22, 1488, 66700),
('Visa', 'Citibank', 4062856311251220, 'Glen Santiago', 696, 41974, 44166, 12, 2614, 103500),
('Discover', 'Discover', 6011629668815210, 'Mason Sands', 679, 39264, 43282, 3, 4095, 174400),
('American Express', 'American Express', 372008290630691, 'Teresa Cooley', 7815, 42552, 44743, 17, 1945, 166300),
('Japan Credit Bureau', 'JCB', 3560306912263810, 'Elizebeth Y Darby', 921, 40695, 45809, 1, 889, 183100),
('American Express', 'American Express', 343704545265814, 'Erin Maddox', 2104, 41609, 44166, 24, 8456, 47800),
('Visa', 'PNC', 4717582979926500, 'Mauricio M Carrillo', 783, 42522, 43252, 8, 6932, 78700),
('Master Card', 'Bank of America', 5413983263595900, 'Laurie K Lucas', 928, 41791, 45444, 24, 4843, 148700),
('Discover', 'Discover', 6222945503159810, 'Jean Q Knowles', 580, 41609, 41974, 8, 468, 56700),
('Discover', 'Discover', 6011402118563960, 'Joe F Shaw', 519, 39114, 45689, 18, 7395, 62100),
('Japan Credit Bureau', 'JCB', 3575575120710230, 'Lauren Z Haines', 626, 39904, 40269, 18, 9581, 38300),
('American Express', 'American Express', 370377610148862, 'Carl B Cardenas', 7872, 40087, 44470, 25, 1002, 120600),
('American Express', 'USAA', 345080481675193, 'Lakia Sowers', 9591, 39539, 41000, 5, 2181, 66400),
('Japan Credit Bureau', 'JCB', 3546678358353980, 'Linda T Woodward', 301, 40603, 41699, 2, 4194, 114000),
('Master Card', 'Citibank', 5125990586087370, 'Claudio Paxton', 330, 40238, 46813, 11, 5874, 66500),
('Master Card', 'Capital One', 5205542406546050, 'Vernon Garrett', 96, 42887, 45078, 22, 4545, 101100),
('Visa', 'Chase', 4081203829635790, 'Ken F Adamson', 234, 41944, 49249, 8, 6778, 166800),
('Diners Club International', 'Diners Club', 30543158613110, 'Earl H Alexander', 337, 41122, 45870, 21, 7222, 114600),
('Master Card', 'Citibank', 5324899212344210, 'Tyron M Seymour', 553, 42491, 49796, 22, 8836, 157700),
('Diners Club International', 'Diners Club', 30907047103775, 'Rick Quinn', 21, 39173, 42826, 18, 2029, 166800),
('Japan Credit Bureau', 'JCB', 3570582552291860, 'Vicky Stpierre', 427, 42614, 49553, 21, 7718, 140200),
('Visa', 'GE Capital', 4171788916175590, 'Phillip Clay', 256, 42036, 45323, 14, 6729, 110600),
('Diners Club International', 'Diners Club', 30319024745554, 'Anibal T Carrico', 648, 42370, 49675, 10, 5835, 88000),
('Japan Credit Bureau', 'JCB', 3536582876815880, 'Ricky F Dominguez', 186, 39753, 43770, 21, 6971, 98000),
('Japan Credit Bureau', 'JCB', 3580311177985250, 'Eric Gaines', 772, 40483, 46327, 7, 7569, 87100),
('Master Card', 'Chase', 5214383751402790, 'Darlene V Bradford', 203, 41487, 48792, 16, 5634, 145500),
('Master Card', 'Citibank', 5268334290204590, 'Annita Holmes', 440, 41395, 45047, 12, 6242, 24400),
('Diners Club International', 'Diners Club', 30013631747463, 'Stephanie J Greer', 327, 39539, 43556, 24, 6886, 23600),
('Visa', 'Chase', 4838940156548380, 'Arden B Trudeau', 761, 42552, 44378, 8, 6919, 13000),
('Diners Club International', 'Diners Club', 30287075775517, 'Vivian D Hunter', 371, 40969, 47908, 27, 2802, 166900),
('American Express', 'U.S. Bancorp', 375283999685323, 'Joana M Coronado', 2349, 39234, 45809, 3, 1586, 40400),
('American Express', 'Bank of America', 348529897602941, 'Lawrence V Booker', 8922, 43040, 44501, 15, 2811, 162500),
('Visa', 'Citibank', 4462317199889060, 'Silva C Rhea', 261, 39142, 39873, 12, 5777, 33400),
('American Express', 'American Express', 347228933075805, 'Ann Ruiz', 5911, 39387, 45231, 3, 8827, 172500),
('Japan Credit Bureau', 'JCB', 3544836716515450, 'Lemuel L Hinds', 993, 41244, 45992, 5, 8209, 59900),
('Master Card', 'Chase', 5415033766218530, 'Joe Perry', 487, 41944, 43405, 5, 1341, 42300),
('Japan Credit Bureau', 'JCB', 3533117199923930, 'Racquel H Lindsey', 278, 43070, 45992, 7, 7484, 56400),
('Visa', 'Chase', 4402636388049940, 'Mike V Bryant', 49, 39904, 45017, 19, 4313, 22900),
('Visa', 'Barclays', 4281924230476700, 'Ozell Walton', 737, 40909, 46023, 15, 2427, 37900),
('Visa', 'Chase', 4569316067349950, 'Bobby Riley', 285, 41699, 49004, 23, 9159, 47300),
('Discover', 'Discover', 6011626493799270, 'Phil I Frierson', 374, 39873, 41334, 3, 5117, 82000),
('Diners Club International', 'Diners Club', 30935535028055, 'Rachel B Glass', 374, 41913, 49218, 25, 655, 62200),
('Diners Club International', 'Diners Club', 30533433108440, 'Gonzalo E Murray', 692, 42278, 43739, 24, 8180, 189600),
('Japan Credit Bureau', 'JCB', 3582029394158410, 'Dale R Fitzpatrick', 168, 40299, 42856, 15, 67, 161400),
('Diners Club International', 'Diners Club', 30538046747054, 'Norberto L Hannah', 282, 43009, 44105, 13, 396, 170000),
('Visa', 'Barclays', 4275145927361120, 'Samantha L Berry', 620, 41091, 44013, 19, 3319, 75500),
('Visa', 'Citibank', 4529146230200010, 'Lino X Albright', 841, 42705, 43800, 4, 7193, 126100),
('Diners Club International', 'Diners Club', 36563293568262, 'Linda Sanders', 476, 41518, 47362, 23, 4516, 90500),
('Japan Credit Bureau', 'JCB', 3564764802920700, 'Fransisca Gough', 880, 41579, 46327, 7, 5087, 74300),
('Discover', 'Discover', 6011521786925310, 'Rachel D Barrera', 620, 39600, 46905, 15, 7626, 194800),
('Japan Credit Bureau', 'JCB', 3586231342173920, 'So H Hatch', 792, 40634, 47209, 3, 1628, 128200),
('Visa', 'Chase', 4443215909173230, 'Allen B Kemp', 738, 40483, 45597, 14, 1641, 191700),
('American Express', 'American Express', 371220385036467, 'Lashon M Gantt', 7044, 40360, 41821, 18, 4915, 66000),
('Japan Credit Bureau', 'JCB', 3531257012423200, 'Janet D Ramirez', 773, 40695, 41061, 8, 7030, 141900),
('Visa', 'Capital One', 4074947439917700, 'Avery Thorp', 663, 40118, 44136, 10, 9247, 187500),
('Discover', 'Discover', 6011084695497630, 'James S Santana', 14, 40391, 40756, 18, 3789, 169600),
('Discover', 'Discover', 6011973014094640, 'Colton Batiste', 701, 40969, 46082, 27, 5965, 92600),
('Diners Club International', 'Diners Club', 30202741464735, 'Annie M Medina', 202, 40756, 42948, 7, 3904, 38800),
('Diners Club International', 'Diners Club', 30592248292823, 'Elisa Woodcock', 398, 40695, 42522, 25, 1059, 44700),
('Master Card', 'GE Capital', 5500256240763770, 'Glenn Stephenson', 632, 39326, 41883, 25, 3550, 101200),
('American Express', 'American Express', 344363817332486, 'Lucile R Orr', 5444, 40210, 44593, 25, 3587, 125300),
('American Express', 'American Express', 372906469404907, 'Doris X Terry', 6715, 40179, 43466, 19, 2816, 125800),
('American Express', 'American Express', 371434690960937, 'Wesley O Smallwood', 6158, 41214, 45962, 3, 1484, 36200),
('Master Card', 'Chase', 5226747568660950, 'Wesley I Mcpherson', 379, 40575, 44228, 26, 3291, 177000),
('Discover', 'Discover', 6011093858061750, 'Myesha X Glasgow', 160, 41913, 47027, 27, 3809, 174300),
('American Express', 'American Express', 340820363123290, 'Janice S Vaughn', 3442, 40725, 46935, 9, 6312, 146700),
('Discover', 'Discover', 6011931768563170, 'Elisa A Brown', 425, 40848, 45231, 23, 1007, 87300),
('American Express', 'American Express', 371411768470171, 'Vernon S Booth', 3242, 42309, 44866, 6, 7186, 110600),
('Discover', 'Discover', 6521062345397600, 'Susannah D Sides', 168, 42401, 46419, 7, 7237, 161000),
('Japan Credit Bureau', 'JCB', 3564251701653270, 'Kathryn B Stevens', 764, 39295, 43313, 11, 3200, 111900),
('Master Card', 'Citibank', 5207554783642430, 'Celeste Tribble', 204, 42826, 50131, 12, 1333, 83200),
('Visa', 'Chase', 4641793209343670, 'Janet J Wilkins', 709, 39508, 41699, 4, 5743, 115100),
('American Express', 'Bank of America', 375713561369526, 'Gail F Eubanks', 8756, 41395, 47604, 5, 5462, 27500),
('Diners Club International', 'Diners Club', 30941423640795, 'Wanda Stanton', 340, 39904, 44287, 17, 9327, 159100),
('Diners Club International', 'Diners Club', 30544896076172, 'Laurence Wilde', 345, 39873, 40603, 23, 3042, 98200),
('Master Card', 'Citibank', 5227401018179290, 'Judith Hutchinson', 852, 42705, 43070, 4, 2845, 27600),
('Diners Club International', 'Diners Club', 30128463051329, 'Lupe Frame', 878, 42278, 45931, 1, 9971, 84600),
('American Express', 'American Express', 377801752590915, 'Beth L Hill', 2294, 40544, 42370, 20, 864, 81000),
('American Express', 'USAA', 341808497936603, 'Young D Randle', 8031, 42491, 46508, 23, 5750, 101100),
('American Express', 'USAA', 372010969719813, 'Beth Kerr', 4517, 40391, 46966, 9, 5271, 191100),
('Master Card', 'Chase', 5157860354339380, 'Dirk Sellars', 606, 42401, 45689, 3, 3545, 75800),
('Discover', 'Discover', 6594519087837280, 'Lillian W Mathews', 167, 42826, 43191, 1, 83, 40700),
('American Express', 'American Express', 348261571776391, 'Alfonzo Chin', 9601, 40664, 46143, 17, 761, 89200),
('Master Card', 'Chase', 5149972044763830, 'Marcus N Moody', 174, 40513, 46722, 3, 4733, 102800),
('Visa', 'Chase', 4196023577839970, 'Myron D Medrano', 325, 41883, 49188, 16, 4176, 190600),
('American Express', 'American Express', 373610653053582, 'Edna L Greene', 5339, 42826, 46844, 10, 3643, 195000),
('Visa', 'U.S. Bancorp', 4747727765871900, 'Lyndia P Mahoney', 810, 41760, 49065, 23, 6225, 79200),
('Master Card', 'Bank of America', 5408301982156080, 'Joan Guthrie', 148, 41518, 44075, 11, 2406, 151900),
('American Express', 'American Express', 348833501191022, 'Rod Finch', 4729, 39600, 43252, 11, 1462, 33100),
('Master Card', 'Chase', 5436754903695500, 'Chris Rice', 616, 42767, 47880, 3, 3369, 174500),
('Japan Credit Bureau', 'JCB', 3545232448746130, 'Craig P Millard', 0, 41061, 43252, 5, 4794, 146000),
('Diners Club International', 'Diners Club', 30240343005878, 'Rhonda D Galloway', 803, 40664, 42856, 20, 5959, 173400),
('Discover', 'Discover', 6011767699485640, 'Melodee J Kline', 289, 42125, 49430, 14, 5522, 111000),
('Diners Club International', 'Diners Club', 30467976252929, 'Irene F Carson', 378, 39783, 41974, 21, 9532, 131800),
('American Express', 'American Express', 341866128383462, 'Sherly S Weiner', 3209, 39173, 41730, 11, 3778, 128500),
('Visa', 'GE Capital', 4398502571831710, 'Kim Soto', 447, 40422, 46997, 22, 9087, 139400),
('Visa', 'Chase', 4308068719440310, 'Sheldon Pruett', 563, 39173, 41730, 9, 8397, 138900),
('Master Card', 'Barclays', 5348808226610090, 'Debbie V Noble', 867, 39965, 44713, 11, 6632, 127000),
('Master Card', 'Wells Fargo', 5372985622249860, 'Marti A Cushing', 456, 42278, 46296, 5, 7802, 143600),
('Diners Club International', 'Diners Club', 30317479525885, 'Carrie Frederick', 313, 39539, 40269, 8, 3540, 139300),
('Diners Club International', 'Diners Club', 36863340375517, 'Mariko T Faber', 718, 39995, 42917, 12, 7959, 51400),
('American Express', 'American Express', 372640369272680, 'Esther Rivera', 8687, 40148, 44531, 21, 1680, 130600),
('Japan Credit Bureau', 'JCB', 3564292713137690, 'Joshua Q Howard', 578, 42095, 46113, 18, 3961, 196900),
('Discover', 'Discover', 6011887228580540, 'Monica G Cox', 790, 40787, 43344, 23, 3658, 25300),
('Japan Credit Bureau', 'JCB', 3535074864670130, 'Raymundo F Brink', 352, 39630, 45474, 12, 4316, 113100),
('Visa', 'Bank of America', 4360050189657990, 'Frederick O Medina', 203, 40513, 46722, 4, 4975, 73600),
('Discover', 'Discover', 6011331942164250, 'Sherwood Gantt', 784, 41153, 47362, 19, 9478, 31300),
('American Express', 'USAA', 377086149468005, 'Kathryn E Palmer', 584, 41699, 43160, 8, 3399, 57800),
('Japan Credit Bureau', 'JCB', 3567643574657330, 'Colin Leger', 822, 42278, 46296, 7, 8718, 125100),
('Japan Credit Bureau', 'JCB', 3544088542204870, 'Melvin M Aguilar', 780, 40756, 43313, 28, 3391, 136400),
('Discover', 'Discover', 6011532618489770, 'Jolyn U Bergeron', 788, 41365, 46844, 3, 1858, 163800),
('Discover', 'Discover', 6011242569218570, 'Doris A Spencer', 7, 41791, 46539, 9, 5872, 76200),
('American Express', 'American Express', 346984554107613, 'Stanton V Hammett', 4762, 40087, 41183, 19, 4965, 10900),
('Visa', 'Chase', 4902793368729910, 'Albert Armstrong', 57, 41518, 48458, 14, 6156, 133200),
('American Express', 'American Express', 375023981196875, 'Regine C Bayer', 3437, 42401, 46784, 12, 1546, 117700),
('Visa', 'USAA', 4206779060139470, 'Janice O Bryant', 156, 42461, 45017, 28, 5366, 48600),
('Master Card', 'Capital One', 5313657070974580, 'Marcel M Moore', 930, 39448, 45292, 24, 3312, 68200),
('American Express', 'American Express', 343429530941902, 'Willie Z Forbes', 2778, 40360, 44743, 12, 3130, 85700),
('Discover', 'Discover', 6011323724440610, 'Sharan A Chang', 59, 42156, 49461, 11, 7082, 125300),
('American Express', 'American Express', 379080680184574, 'Harold D Burgess', 5422, 40664, 43586, 1, 1884, 98400),
('Diners Club International', 'Diners Club', 38820222905090, 'Rosanne E Tyner', 925, 42644, 43374, 11, 6874, 128500),
('Diners Club International', 'Diners Club', 30360512179955, 'Maria L Roman', 412, 41852, 45139, 10, 5590, 83100),
('Discover', 'Discover', 6509523879148360, 'Annelle Y Lim', 486, 42644, 48488, 12, 2759, 25300),
('Japan Credit Bureau', 'JCB', 3535122043113190, 'Christina W Pace', 145, 42370, 49310, 23, 8174, 198600),
('Discover', 'Discover', 6011509946164570, 'Jaclyn N Tuttle', 602, 41275, 47119, 14, 535, 95000),
('Master Card', 'GE Capital', 5446782122035180, 'Jerome A Wagner', 223, 39417, 41609, 26, 9512, 190700),
('Visa', 'Cabela’s WFB', 4496122904977870, 'Hipolito Holtz', 209, 40026, 44774, 16, 8779, 109600),
('Discover', 'Discover', 6011176954059180, 'Johnny V Foley', 316, 43040, 46327, 5, 9259, 103200),
('Master Card', 'Chase', 5306287177053590, 'Ona C Nicholas', 160, 42583, 48427, 11, 2352, 147000),
('Visa', 'First National', 4969804289100450, 'Pamela J Parker', 776, 39479, 42767, 17, 1349, 24400),
('Master Card', 'Citibank', 5194724354431570, 'Harlan Collazo', 284, 41244, 45261, 13, 3906, 116200),
('Discover', 'Discover', 6011439000115460, 'Stanley J Hendricks', 154, 41153, 41518, 25, 4467, 86900),
('Master Card', 'GE Capital', 5482409684405660, 'Lesley Schenk', 11, 40452, 43374, 6, 7462, 42600),
('Master Card', 'Bank of America', 5247719357434600, 'Anthony V Barry', 888, 42430, 46813, 15, 6314, 84800),
('American Express', 'American Express', 376982784776564, 'Loreta Fahey', 6407, 40787, 47727, 22, 626, 171100),
('American Express', 'American Express', 373939442725196, 'Clifford Z Norton', 1981, 42675, 43405, 25, 1966, 21500),
('Japan Credit Bureau', 'JCB', 3588883367546890, 'September Moses', 661, 42278, 49583, 20, 4489, 178300),
('American Express', 'American Express', 348302745677535, 'Denise E Dyer', 367, 41030, 41395, 20, 9160, 96800),
('Master Card', 'Capital One', 5318084264801080, 'Lionel O Pomeroy', 206, 41183, 45200, 18, 2802, 66300),
('Japan Credit Bureau', 'JCB', 3531085812930180, 'Robin B Church', 977, 41548, 43009, 14, 5792, 20300),
('American Express', 'American Express', 372270293956362, 'Shelli P Reuter', 9917, 39934, 45047, 16, 4450, 36100),
('Discover', 'Discover', 6011533591748220, 'Elizabeth M Payne', 372, 40603, 43525, 7, 7465, 57700),
('Japan Credit Bureau', 'JCB', 3582074019985770, 'Chrystal X Cantwell', 366, 41821, 44378, 17, 5830, 106200),
('Master Card', 'Citibank', 5117678684438300, 'Suzanne A Ratliff', 359, 42491, 49430, 23, 5381, 179500),
('Discover', 'Discover', 6011848890687360, 'Jeniffer I Mcallister', 924, 41244, 45627, 27, 2159, 99400),
('Diners Club International', 'Diners Club', 30489358990298, 'Robert E Roberson', 370, 41974, 48914, 6, 7407, 193400),
('American Express', 'USAA', 347573951264405, 'Winnie Stegall', 9493, 41579, 45231, 20, 9296, 101100),
('American Express', 'American Express', 377127227788193, 'Joann P Holder', 8302, 42917, 48761, 20, 7603, 177700),
('Diners Club International', 'Diners Club', 30296241176617, 'Oscar Vidal', 74, 43070, 48914, 28, 136, 13900),
('Master Card', 'Citibank', 5146031346398140, 'Derek H Mckinney', 257, 42095, 49035, 10, 2052, 10000),
('American Express', 'U.S. Bancorp', 372491115379951, 'Yen A Wilks', 2643, 42339, 43800, 21, 2131, 118100),
('Discover', 'Discover', 6011040385971710, 'Shirley B Pugh', 115, 39722, 40817, 16, 1287, 62700),
('American Express', 'American Express', 344121872430763, 'Nicole I Christ', 5969, 41334, 43525, 26, 5013, 28300),
('Discover', 'Discover', 6011614544285670, 'Melvin Q Kemp', 303, 40725, 45839, 9, 2130, 55900),
('Visa', 'GE Capital', 4229763847708300, 'Jarred P Wolcott', 979, 41214, 46692, 23, 269, 140100),
('Visa', 'Citibank', 4189812386271410, 'Samuel Z Parrish', 452, 41061, 46174, 21, 4260, 135400),
('Master Card', 'Chase', 5438045712317920, 'Concha J Bollinger', 267, 42552, 45108, 7, 6439, 11800),
('Master Card', 'USAA', 5322324187323480, 'Stanley Frank', 494, 39417, 40148, 27, 9319, 118400),
('Japan Credit Bureau', 'JCB', 3547736656243130, 'Maryalice R Ashley', 64, 40422, 41518, 9, 6800, 151500),
('Master Card', 'Chase', 5191867893729450, 'Glen O Bender', 709, 41518, 41883, 2, 2871, 121800),
('Master Card', 'Capital One', 5192056634591070, 'Tomas L Blanks', 123, 42736, 49675, 2, 8487, 38200),
('Japan Credit Bureau', 'JCB', 3532598127082460, 'Scott A Allen', 273, 41974, 45261, 5, 2025, 130000),
('Japan Credit Bureau', 'JCB', 3545353095501590, 'Faustino Kitchens', 202, 41548, 46661, 23, 4631, 82100),
('American Express', 'Bank of America', 340453155530462, 'Linda Foley', 4833, 41974, 45992, 16, 4030, 102000),
('American Express', 'American Express', 345302466601881, 'Dominique P Paquette', 5034, 40725, 46935, 1, 3560, 69000),
('Master Card', 'Chase', 5223182507110600, 'Charlotte X Mcmillan', 566, 39203, 40664, 15, 3665, 170800),
('Diners Club International', 'Diners Club', 30022944237955, 'Antione A Juarez', 611, 39965, 45809, 15, 1638, 178000),
('American Express', 'American Express', 378457309200455, 'Catherine N Mathis', 5762, 42705, 47088, 11, 9730, 157200),
('Master Card', 'Capital One', 5141659661078400, 'Jessie C Barrow', 88, 39479, 40575, 27, 8797, 62700),
('Visa', 'Chase', 4102953567213900, 'Jon E Cochran', 551, 40878, 43800, 17, 3445, 139500),
('Diners Club International', 'Diners Club', 38907554785594, 'Claud K Arrington', 976, 40026, 42583, 22, 8325, 90100),
('Visa', 'Cabela’s WFB', 4405779598810600, 'Alex E Hunt', 686, 41061, 44713, 8, 4085, 63500),
('Discover', 'Discover', 6011761113581520, 'Tarah P Whitworth', 369, 39873, 41699, 11, 4979, 132500),
('Visa', 'Chase', 4338178557598160, 'Annie D Wells', 232, 41944, 43040, 9, 9646, 40900),
('Diners Club International', 'Diners Club', 30511177815446, 'Nestor F Givens', 916, 41214, 47423, 1, 7978, 100700),
('American Express', 'American Express', 378565610232833, 'Shane K Edwards', 958, 40391, 46600, 26, 2862, 174300),
('Visa', 'Capital One', 4251539275308200, 'Stephen U Mckee', 677, 40026, 44774, 22, 7939, 180900),
('Discover', 'Discover', 6011565702585080, 'Lewis Pratt', 407, 41883, 43709, 14, 5399, 132000),
('Visa', 'Citibank', 4193098779559050, 'Angelina M Aldrich', 663, 42309, 47058, 18, 9324, 116400),
('American Express', 'American Express', 348386469280717, 'Norman Gibson', 996, 40299, 44317, 21, 5506, 68400),
('Japan Credit Bureau', 'JCB', 3571531647984650, 'Margy Z Goldsmith', 454, 39845, 43497, 9, 2461, 152200),
('Discover', 'Discover', 6011828356366050, 'Brian Espinoza', 926, 39934, 41760, 25, 6973, 164000),
('American Express', 'American Express', 372206726013728, 'Asa W Bechtel', 3444, 40422, 41153, 15, 1685, 39600),
('Visa', 'Citibank', 4644882172672050, 'John K French', 668, 42826, 47209, 1, 9677, 98000),
('Master Card', 'Citibank', 5180537186003220, 'Russel Y Irvine', 328, 42675, 49249, 25, 8692, 142400),
('American Express', 'Bank of America', 341880509162072, 'Stephen K Mullins', 8114, 41760, 46874, 7, 4551, 193700),
('Visa', 'PNC', 4478685327260760, 'Sabra I Montenegro', 404, 40848, 43405, 15, 2634, 187300),
('Visa', 'First National', 4305987657688420, 'Victoria Mays', 132, 42856, 50161, 1, 8277, 132200),
('Discover', 'Discover', 6011060505798620, 'Reta H Killian', 996, 42917, 50222, 6, 1047, 176300),
('American Express', 'American Express', 371680243073186, 'Bonnie Walton', 2921, 39814, 43466, 20, 5515, 111000),
('Visa', 'Capital One', 4368523617463060, 'Leslie C Amato', 344, 42856, 45778, 8, 8154, 46500),
('Visa', 'Citibank', 4063460560813350, 'Lois Cantrell', 79, 41426, 46539, 16, 8986, 58500),
('Master Card', 'Barclays', 5476729367048550, 'Delana B Rayford', 460, 42583, 47331, 8, 9615, 32300),
('Japan Credit Bureau', 'JCB', 3546143477310740, 'Howard Oneal', 536, 41061, 47635, 12, 223, 164500),
('Diners Club International', 'Diners Club', 30490699039365, 'Cornelius Harness', 249, 42917, 43647, 11, 5290, 118500),
('Discover', 'Discover', 6011946987005750, 'Janet G Wade', 724, 41883, 42979, 24, 6290, 142900),
('Discover', 'Discover', 6487980421384600, 'Bill Lemaster', 130, 41000, 41365, 7, 4064, 65400),
('Japan Credit Bureau', 'JCB', 3566106750117240, 'Justin X Delgado', 22, 42491, 43586, 15, 296, 14200),
('Japan Credit Bureau', 'JCB', 3588726039973220, 'Jeffrey I Kirk', 662, 42522, 47270, 15, 7311, 199700),
('Japan Credit Bureau', 'JCB', 3530861216573210, 'Ruby Pearson', 334, 41671, 46784, 10, 6011, 105600),
('Master Card', 'Chase', 5288086418752260, 'Theresia M Tamayo', 520, 39356, 40817, 3, 50, 176200),
('American Express', 'USAA', 371780810248201, 'Matthew P Banks', 5998, 41334, 42064, 4, 9393, 112600),
('Diners Club International', 'Diners Club', 38392680923668, 'Derek J Gonzales', 260, 41883, 43709, 9, 1360, 180000),
('American Express', 'American Express', 379514032056577, 'Irene Nelson', 4789, 40148, 44896, 5, 2342, 146000),
('Master Card', 'Citibank', 5212952469293990, 'Patrick M Hagan', 932, 39387, 43405, 3, 8119, 158700),
('American Express', 'American Express', 343976993054862, 'Lisa P Barry', 1135, 39630, 42186, 26, 6497, 91900),
('Diners Club International', 'Diners Club', 30241702185145, 'Mica Wilbanks', 981, 41365, 48670, 28, 8615, 129300),
('Visa', 'Bank of America', 4875636280818670, 'Christine O Savage', 150, 40330, 42156, 17, 7377, 113900),
('Discover', 'Discover', 6011115753907280, 'Elias E Otto', 717, 40179, 41275, 3, 5118, 95000),
('Diners Club International', 'Diners Club', 30998629311688, 'Eleanor U Wooten', 425, 39934, 40664, 16, 1694, 50000),
('Diners Club International', 'Diners Club', 30334867345057, 'Julie Romero', 511, 39995, 40725, 11, 6943, 50800),
('American Express', 'American Express', 349212237334009, 'Joe W Sanders', 8250, 42614, 43344, 19, 3139, 59100),
('Japan Credit Bureau', 'JCB', 3564724217077740, 'Sylvia G Gaffney', 822, 40179, 40909, 8, 8098, 37800),
('American Express', 'American Express', 341372877984469, 'Connie R Malone', 5107, 42644, 44835, 23, 4455, 173500),
('American Express', 'American Express', 344029714374018, 'Jc Schmidt', 9580, 42552, 45108, 12, 6056, 62100),
('American Express', 'American Express', 344386352855330, 'Leroy Allen', 9436, 40179, 45292, 14, 6116, 67900),
('Master Card', 'Bank of America', 5365381344028060, 'Ronnie N Bullard', 518, 40817, 47027, 5, 722, 120300),
('Japan Credit Bureau', 'JCB', 3571308504971170, 'Melvin Booker', 228, 42948, 47696, 13, 4416, 27400),
('Discover', 'Discover', 6586886109193830, 'Lavona Q Camp', 563, 40634, 45383, 20, 5168, 54200),
('American Express', 'USAA', 375193103180964, 'Jerry A Salinas', 5252, 39569, 42125, 6, 4289, 147400),
('Japan Credit Bureau', 'JCB', 3530553797302450, 'Ferdinand Luttrell', 526, 42614, 42979, 21, 2171, 142900),
('Diners Club International', 'Diners Club', 30347150591153, 'Joyce Pierce', 426, 42370, 43466, 25, 4662, 174300),
('Discover', 'Discover', 6011049363143970, 'Cecile Hollins', 1, 41426, 41791, 5, 3152, 156800),
('Diners Club International', 'Diners Club', 30434498760458, 'Vincent Z Howell', 612, 40664, 43586, 19, 6666, 157000),
('Visa', 'Chase', 4985157568948870, 'Charlie D Crowder', 98, 40634, 45748, 26, 8548, 158900),
('Discover', 'Discover', 6011442865920630, 'Bill S Ford', 626, 39814, 46753, 19, 7506, 38800),
